DATA_LAYER,FIELD,CURRENT_COVERAGE,TARGET_COVERAGE,MISSING_PERCENT,SOURCE,SOURCE_TYPE,SPORT_SCOPE,COUNTRY_SCOPE,COMPETITION_SCOPE,SEASON_SCOPE,HISTORICAL_AVAILABLE,LIVE_AVAILABLE,TIMESTAMP_AVAILABLE,EXACT_PIT_AVAILABLE,FREE,FREE_TIER_LIMIT,API_KEY_REQUIRED,DOWNLOADABLE,MATERIALIZABLE,LEGAL_ACCESS,QUALITY,RELIABILITY,UPDATE_FREQUENCY,PRIORITY,IMPLEMENTATION_STATUS,v6_status,v6_materialized_note,v7_remote_status,v7_data_gain,v7_note
MATCH,match_id,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,player_name,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,date_of_birth,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,nationality,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,position,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,height,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,preferred_foot,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,team,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,team_history,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,transfer_history,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,market_value,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,contract,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,minutes,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,starts,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,appearances,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,goals,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,assists,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,shots,68.16,100.0,31.84,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,shots_on_target,68.16,100.0,31.84,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,xG,0.0,100.0,100.0,StatsBomb Open Data,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,xA,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,cards,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,substitutions,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
PLAYER,player_match_statistics,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,starting_xi,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,bench,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,formation,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,captain,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,substitutions,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,starter,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,substitute,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,position,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,minutes_played,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,expected_lineup,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,confirmed_lineup,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
LINEUP,lineup_timestamp,0.0,100.0,100.0,API-Football / StatsBomb,mixed,football/general,global,varies,varies,yes,yes,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,injury,0.0,100.0,100.0,API-Football / official/news evidence,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,injury_status,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,injury_type,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,body_part,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,start_date,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,expected_return,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,actual_return,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,availability,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,absence_reason,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,suspension,0.0,100.0,100.0,API-Football / official discipline,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,suspension_reason,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,suspension_start,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,suspension_end,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
AVAILABILITY,source_timestamp,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,bookmaker,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,market,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,selection,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,odd,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,opening_odds,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,closing_odds,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,timestamp,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,yes,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,line_movement,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,implied_probability,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,overround,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,CLV,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
ODDS,EXACT_PIT,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,yes,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,rest_days,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,travel_distance,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,altitude,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,weather,0.0,100.0,100.0,Open-Meteo,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,temperature,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,precipitation,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,wind_speed,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,humidity,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,importance,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,competition_stage,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,aggregate_state,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
CONTEXT,holidays,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.,ACQUISITION_BLOCKED,0,No remote bytes acquired in current runtime; local data preserved.
