DATA_LAYER,FIELD,CURRENT_COVERAGE,TARGET_COVERAGE,MISSING_PERCENT,SOURCE,SOURCE_TYPE,SPORT_SCOPE,COUNTRY_SCOPE,COMPETITION_SCOPE,SEASON_SCOPE,HISTORICAL_AVAILABLE,LIVE_AVAILABLE,TIMESTAMP_AVAILABLE,EXACT_PIT_AVAILABLE,FREE,FREE_TIER_LIMIT,API_KEY_REQUIRED,DOWNLOADABLE,MATERIALIZABLE,LEGAL_ACCESS,QUALITY,RELIABILITY,UPDATE_FREQUENCY,PRIORITY,IMPLEMENTATION_STATUS,v6_status,v6_materialized_note
MATCH,match_id,100.0,100.0,0.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MATERIALIZED,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
LINEUP,substitute,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
LINEUP,position,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
LINEUP,minutes_played,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
LINEUP,expected_lineup,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
LINEUP,confirmed_lineup,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
LINEUP,lineup_timestamp,0.0,100.0,100.0,API-Football / StatsBomb,mixed,football/general,global,varies,varies,yes,yes,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,injury,0.0,100.0,100.0,API-Football / official/news evidence,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,injury_status,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,injury_type,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,body_part,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,start_date,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,expected_return,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,actual_return,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,availability,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,absence_reason,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,suspension,0.0,100.0,100.0,API-Football / official discipline,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,suspension_reason,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,suspension_start,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,suspension_end,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
AVAILABILITY,source_timestamp,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,bookmaker,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,market,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,selection,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,odd,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,opening_odds,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,closing_odds,62.88,100.0,37.12,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MATERIALIZED_NONPIT_PARTIAL,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,timestamp,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,yes,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,line_movement,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,implied_probability,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,overround,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,CLV,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P1,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
ODDS,EXACT_PIT,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,yes,varies,varies,varies,varies,varies,P0,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,rest_days,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,travel_distance,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,altitude,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,weather,0.0,100.0,100.0,Open-Meteo,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,temperature,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,precipitation,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,wind_speed,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,humidity,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,importance,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,competition_stage,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,aggregate_state,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
CONTEXT,holidays,0.0,100.0,100.0,Multiple candidates,mixed,football/general,global,varies,varies,yes,varies,varies,varies,varies,varies,varies,varies,P2,MISSING,varies,varies,varies,varies,,REASSESSED,See V6 reports; only actual bytes counted.
